URL;datetime;heading;text;newssite
https://www.scmp.com/news/hong-kong/health-environment/article/3188205/hong-kong-easing-its-hotel-quarantine-rules;2022-08-09 01:01:00+00:00; Hong Kong is easing its hotel quarantine rules for overseas arrivals: here's what you need to know; Quarantine period in lockdown hotel to be cut as Hong Kong relaxes anti coronavirus measures from Friday People to stay in hotel quarantine for three days instead of seven, but restricted movement for four more days if tests are clear;South China Morning Post
https://www.scmp.com/comment/opinion/article/3198742/seven-lessons-sevens-rugby-success-hong-kong-reopens-events;2022-11-09 00:15:00+00:00; 7 lessons from Sevens rugby success as Hong Kong reopens for events; From reviewing Covid 19 rules to the needs of the events industry, Hong Kong has a chance to reposition itself as an events capital – with the catalyst of the success of the Hong Kong Sevens;South China Morning Post
https://www.scmp.com/comment/opinion/article/3198408/if-bankers-can-get-special-00-travel-treatment-let-rest-hong-kong-too;2022-11-07 00:15:00+00:00; If bankers can get the special '0+0' travel treatment amid Covid pandemic, let the rest of Hong Kong too; The overseas executives attending Hong Kong's financial summit enjoyed a mostly Covid rule free visit as John Lee declared the city back in business Good for them, but residents are still anxiously waiting to be given the same green light;South China Morning Post
https://www.scmp.com/comment/opinion/article/3198336/super-connector-hong-kong-its-all-about-economy-so-covid-19-rules-have-go;2022-11-06 05:30:00+00:00; For 'super connector' Hong Kong, it's all about the economy – so Covid 19 rules have to go; All the government plans to revive Hong Kong need money. And only a growing economy will generate the revenues needed That means we have to open up to the world quickly and drop all Covid related restrictions, in testing, checking and masking;South China Morning Post
https://www.scmp.com/comment/opinion/article/3197916/be-arts-and-cultural-centre-hong-kong-must-first-make-clear-censorship-red-lines;2022-11-05 22:30:00+00:00; To be an arts and cultural centre, Hong Kong must first make clear censorship 'red lines'; The increasingly random nature of the works being banned out of national security law considerations hurts Hong Kong's reputation as an open society Considering the creative exodus and distrust of the security law, there is urgent need for government reassurance through words and deeds;South China Morning Post
https://www.scmp.com/comment/opinion/article/3198144/global-race-talent-heres-how-hong-kong-can-get-ahead;2022-11-04 00:15:00+00:00; In the global race for talent, here's how Hong Kong can get ahead; Hong Kong isn't alone in facing a shortage of future proof talent, which means it needs to be extra competitive The necessary steps – reform education, reskill workers, improve quality of life, retain talent – are well known, but require collective effort;South China Morning Post
https://www.scmp.com/comment/opinion/hong-kong/article/3197590/struggling-hongkongers-need-more-flashy-strive-and-rise-scheme-escape-poverty;2022-10-30 22:45:00+00:00; Struggling Hongkongers need more than flashy 'Strive and Rise' scheme to escape poverty; The high profile scheme unveiled by the government will do little to inspire hope among the needy and spur the fight against intergenerational poverty Instead, there must be real political will and leadership that addresses poverty's underlying causes and the structural odds stacked against the poor;South China Morning Post
https://news.rthk.hk/rthk/en/component/k2/1674879-20221109.htm;2022-11-09 19:06:00; 'Govt departments should set carbon emission targets' All Local Greater China World News Finance Sport;" Greenpeace campaigner Tom Ng says some government carbon reduction targets are outdated. Photo: RTHK A green group on Wednesday called on government departments to set their own carbon emission targets and lay out a more comprehensive roadmap to carbon neutrality.

In its latest study, Greenpeace spoke to 74 departments in September about their carbon emission efforts, and examined Environmental Performance Reports released in 2021 by 44 of them.

While the government's target is for Hong Kong to achieve carbon neutrality before 2050, the study found that none of its departments had set quantifiable emission targets or a timetable for carbon neutrality.

'Actually there are so many measures they can do. I would say that after how many years of promoting carbon neutrality, they know how to do it, said Greenpeace campaigner Tom Ng.

'They know what kind of measures are needed, but they also need to show the public what are their goals, and when are they going to achieve those goals.'

Ng also called some carbon reduction policies covered in the government reports 'out of date', saying some of them have been in place for almost a decade.

He said that for example in one of the latest reports, using lead free petrol was mentioned as an environmental initiative, despite leaded petrol being banned since 1999. 

Ng urged the government to roll out up to date environmental policies to realise its carbon neutral goal by 2050.

RTHK has reached out to the Environment and Ecology Bureau for a response.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674873-20221109.htm;2022-11-09 17:22:00; Court allows UK lawyer to represent Jimmy Lai All Local Greater China World News Finance Sport;" Jimmy Lai will go on trial on December 1. File photo: AFP An appellate court on Wednesday upheld a decision to allow a veteran British lawyer to defend media tycoon Jimmy Lai in his upcoming national security trial. 

Lai, 74, had earlier been granted permission by High Court Judge Jeremy Poon to engage King's Counsel, Timothy Owen, in the trial that is scheduled to begin on December 1. 

The Secretary for Justice subsequently appealed against the admission of Owen, arguing that his involvement will not add any significant dimension to the trial. 

The government had argued that Owen did not have the expertise or experience in issues concerning the offences that Lai was charged with under the national security law – which it said was tailored to Hong Kong's unique constitutional framework. 

As for another charge of printing and distributing seditious publications brought against Lai under the Crimes Ordinance, the government said there is already 'substantial experience' among local barristers to handle it. 

But a three judge panel rejected the government's grounds. 

In a written judgment, the panel said the decision to admit Owen had balanced different aspects, including the novelty and the great general public importance of the legal issues involved, the unusual difficulty and complexity of the case, and its substantial impact on the development of Hong Kong law. 

The appellant court said 'the unique context of the national security law' should not take precedence over other aspects of public interest when it comes to the admission of overseas counsels. 

The judges added that the public's perception of fairness in the trial is of vital importance to the administration of justice, adding that Owen should be admitted on grounds of public perception as well. 

Lai, the founder of the now defunct Apple Daily newspaper, will face trial for allegedly taking part in a conspiracy to print, publish, sell, offer for sale, distribute, display and/or reproduce seditious publications, as well as conspiring with others to collude with a foreign country or external elements to endanger national security.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674881-20221109.htm;2022-11-09 17:09:00; Hong Kong logs 5,068 new Covid cases All Local Greater China World News Finance Sport;" Officials say 13 more Covid patients have died. Image: Shutterstock Health officials on Wednesday logged 5,068 new Covid infections, including 498 imported cases.

The tally was up from 4,649 reported the day before.

13 patients with Covid have died, including a 31 month old boy. 
_____________________________

USEFUL LINKS
General Covid 19 situation: https://www.coronavirus.gov.hk/eng/
Community Clinics for Covid 19 patients: https://bit.ly/3EiiczC
RAT reporting platform: https://www.chp.gov.hk/ratp/
Vaccination programme: https://www.covidvaccine.gov.hk/sen/
Vaccination pass scheme:https://www.coronavirus.gov.hk/eng/vaccine pass.html 
Hotline for Covid positive patients: 1836 115";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674864-20221109.htm;2022-11-09 16:31:00; Teacher arrested for making false abuse claims All Local Greater China World News Finance Sport;" Police say a 48 year old teacher was arrested in the case. Police said they've arrested a teacher at a special needs school in Tai Po on Monday for allegedly falsely accusing her colleagues of abusing students. 

The force said the 48 year old teacher of Hong Chi Pinehill No.2 School is suspected to have sent anonymous letters to parents, the school's managing body as well as the Education Bureau, falsely claiming that a number of teachers had abused students.

Chief Inspector Mo Siu hei said upon receiving reports in August, officers conducted a thorough probe into the matter and found the allegations to be exaggerated and false. 

Mo added that some of the video clips that came with the letters were recorded four to eight years ago. 

'After investigating [the case], it was found that some of the accused staff in the clip was not present at the time,' he said.

He pointed out that officers had gone through all surveillance camera footage at the school between June and August this year, but found nothing suspicious. 

'The letter is aimed at the school management and specific staff. We do not rule out that someone was dissatisfied with the work arrangements, and then made anonymous letters accusing colleagues and senior staff of child abuse, he said.

The 48 year old was arrested in suspicion of accessing a computer with criminal or dishonest intent, and wasteful employment of the police.

Officers said they seized a computer and printer from her office, which they believed were used for making the anonymous letters.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674866-20221109.htm;2022-11-09 16:22:00; KPIs show govt's commitment to deliver: John Lee All Local Greater China World News Finance Sport;" John Lee says the government will not work behind closed doors. Photo: RTHK Chief Executive John Lee says the key performance indicators proposed in his recent policy address show the government is committed to delivering results and will not work behind closed doors.

Speaking on RTHK's Overview Policy show to be aired on Wednesday evening, the CE said there are 110 such indicators after officials put forward their thoughts as they prepared the policy blueprint together.

We are not afraid of difficulties, we are not conservative. We want to let people know we hope to really deliver, and we are telling you what we want to deliver. We are committed, Lee said.

The indicators, covering areas like housing supply and social welfare, can help authorities improve their work, he added.

Lee also said that a planned Chief Executive's Policy Unit will serve a much different role from that of the Executive Council.

I would want to listen to the Executive Council's opinion before passing a law provision, but the Chief Executive's Policy Unit will be able to [touch upon] things with no boundaries.

For example, he said, the new policy unit should possess global perspectives and tell him what to pay attention to amid changing international circumstances.

Lee said the new unit and Exco will complement each other.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674860-20221109.htm;2022-11-09 15:37:00; CUHK followed rules over aborted emblem change: govt All Local Greater China World News Finance Sport;" CUHK followed rules over aborted emblem change: govt Education Secretary Christine Choi on Wednesday said Chinese University clearly followed regulations when it recently attempted to change its emblem.

CUHK last month reverted back to the old emblem after a public backlash, with some lawmakers arguing that the saga was a case of poor governance. 

Responding to a question in the Legislative Council, Choi said the university formed a committee on the emblem in accordance with the law, adding that the government doesn't interfere in CUHK's internal decisions because of institutional autonomy.

So it's not the case that the committee made its own decisions. It had to report to the governing council via the vice chancellor, she told lawmakers, adding that people can take such matters to court if they suspect a breach of regulations.

Business and Professionals Alliance lawmaker Priscilla Leung accused Choi of dancing around the issue, alleging that the governing council had failed in its supervisory role regarding the emblem change.

Leung claimed that a low percentage of outsiders on CUHK's council has caused poor governance, citing government figures as saying that outsiders make up more than half of the members of several university councils in Hong Kong, but just 17 percent at CUHK.

Choi, however, stressed that the composition of the university councils is related to the different history and development of the institutions.

The minister said it's normal for stakeholders to have different views about university governance, but they should have frank exchanges with the university for the overall interests of all sides. 

Leung, who said she was not happy with Choi's answers, also complained that three lawmakers who are CUHK council members do not have the power to ensure an item is discussed by the governing body.

The existing [CUHK] ordinance has given too much discretion for a publicly funded university, and I believe it has provided a lot of loopholes for the CUHK management to disregard the opinion of the council, she told reporters.

The lawmaker said she plans to invite CUHK management to a Legco panel meeting next month to discuss the institution's governance.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674813-20221109.htm;2022-11-09 11:49:00; Anti smoking campaigner calls for tobacco tax hike All Local Greater China World News Finance Sport;" Judith Mackay, director of the Asian Consultancy on Tobacco Control, says raising the tobacco tax and the price of cigarettes would discourage youngsters from smoking. Image: Shutterstock An anti tobacco advocate on Wednesday hailed the work of Hong Kong in bringing down the city's smoking rate over the past 40 years, but said more needs to be done to further deter people from lighting up. 

Dr Judith Mackay, director of the Asian Consultancy on Tobacco Control, told RTHK's Hong Kong Today programme that the city had performed remarkably well, passing a slew of legislation and raising the tobacco tax. 

But Mackay said the government needs to bring in further measures as there are still hundreds of thousands of smokers in the territory. 

She threw her support behind a proposal by the government to continuously raise the city's legal smoking age, saying studies show the average age to take up the habit is under 20, when youngsters' brains are still not fully developed. 

So if we can prevent people from starting smoking until they're 23 or 24, then they're most unlikely to start, Mackay said.

The expert added that raising the tobacco tax is also crucial in discouraging youngsters to smoke. 

They just simply can't afford expensive cigarettes. It's as simple as that. So it's not health education in schools, it's actually a fiscal measure that really helps them stop. And we haven't had a tax increase, inexplicably, we haven't had a tax increase since 2014, Mackay said. 

Health minister Lo Chung mau said on Tuesday that the government is considering completely banning future generations from buying tobacco products.

Lo said the city's smoking rate is currently at 9.5 percent – down from 23 percent in the early 1980s.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674816-20221109.htm;2022-11-09 11:37:00; Not enough kids are vaccinated against Covid: govt All Local Greater China World News Finance Sport;" Not enough kids are vaccinated against Covid: govt The Secretary for the Civil Service, Ingrid Yeung, on Wednesday renewed her call for parents to get their children vaccinated against Covid 19, saying not enough have done so.

On an RTHK programme, Yeung noted that children as young as six months can now receive a diluted version of the BioNTech vaccine, as an alternative to the Sinovac jab that was already available.

As at 7pm on Tuesday, 750 bookings were made for the toddler formula of the BioNTech vaccine. She said the number of bookings for child jabs has not been satisfactory.

'The vaccination rate for children aged below three is lower than 19 percent. It is very worrying. In particular for parents who plan to take their children on holiday during Christmas or the Lunar New Year, they should really have their kids vaccinated,' she said, adding that the government does not have a target as to how many young children it wants to see inoculated against the coronavirus.

The minister said while there's no walk in arrangement for the BioNTech toddler jabs, she believes parents can easily make a booking for the same day as there are still many free slots at the moment. 

On the same programme, the chairwoman of the Subsidised Primary School Council, Vu Im fan, said primary schools are making preparations to resume full day classes. 

Primary schools will be able to hold classes all day from December 1 as long as at least 70 percent of pupils are double jabbed and 35 schools have so far applied to do so.

Vu said she believes more schools will make the move soon.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674750-20221108.htm;2022-11-08 21:06:00; Another melioidosis patient dies: CHP All Local Greater China World News Finance Sport;" Officials say the victim had suffered from a number of chronic illnesses, including colon cancer, and ischemic heart disease. File photo: RTHK Health officials on Tuesday said an elderly man infected with melioidosis died on Monday, becoming the ninth death involving a patient with the disease in Hong Kong this year. 

The man, 89, had suffered from a number of chronic illnesses, including colon cancer, ischemic heart disease and ischemic stroke. 

He lived in Sham Shui Po and had been in hospital since October 8. 

The Centre for Health Protection said among 34 patients infected with the disease this year, two remain in hospital and 23 had been discharged.

It stressed melioidosis normally is not transmitted between people or animals but people can be infected through contact with contaminated soil and surface waters.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674733-20221108.htm;2022-11-08 18:20:00; Govt mulls banning cigarettes for future generations All Local Greater China World News Finance Sport;" Govt mulls banning cigarettes for future generations Health minister Lo Chung mau said on Tuesday the government is considering completely banning future generations from buying tobacco products. 

He said one of the ways to go about this would be to raise the minimum legal age for buying cigarettes, saying the government's goal is to keep young people from getting addicted to smoking. 

The minister said the government may refer to the experience of other places when introducing further measures against smoking, adding officials will conduct a public consultation exercise on the matter. 

We may continuously legislate to raise the minimum legal age for buying tobacco products, so that our future generations will stay away from tobacco products forever, he said in a speech at a seminar on tobacco control.

Lo said the city's smoking rate is at 9.5 percent at the moment – down from 23 percent in the early 1980s. 

In order to achieve the government's target of 7.8 percent or lower in 2025, he said more proactive measures are needed to deter people from smoking.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674724-20221108.htm;2022-11-08 17:50:00; Hong Kong's only Sikh temple reopens its doors All Local Greater China World News Finance Sport;" Hong Kong's only Sikh temple reopens its doors Hong Kong's only Sikh temple on Tuesday officially reopened its doors to the public after a five year renovation. 

The Khalsa Diwan temple in Wan Chai was completely rebuilt over the past five years, after cracks were discovered at the old building in 2013. 

Speaking at the opening ceremony, Chief Executive John Lee said Hong Kong respects freedom of religion, and his government is committed to building a caring and inclusive society. 

Lee, who wrapped his head in a Sikh turban, added that the reconstruction project has made it possible for the Khalsa Diwan to serve a wider community. 

All of us are delighted to see the successful completion of the new temple today, and every bit of the five year wait has been worthwhile. With the temple revamped, Khalsa Diwan Hong Kong will have better hardware to provide a diverse range of services for Sikhs and non Sikhs in Hong Kong, he said. 

The revamped temple will feature new facilities such as a digital library and language classrooms, as well as a larger kitchen.

It will also expand its services to include free Cantonese classes and medical consultations. 

The temple has been offering free accommodation for new migrants to Hong Kong, while its community kitchen, known as Langar, provides around 5,000 free meals per week.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674728-20221108.htm;2022-11-08 17:45:00; HK adds more than 4,600 Covid cases All Local Greater China World News Finance Sport;" Four more people who were infected with Covid 19 have died. Image: Shutterstock The Centre for Health Protection said on Tuesday that it had recorded another 4,649 coronavirus infections, including 399 involving arrivals to Hong Kong.

Four more people who were infected with Covid 19 have died. 

Health authorities also said they have added new functions to online Covid declaration platforms, for people to provide information such as mobile numbers and details of household contacts.
______________________________

USEFUL LINKS
General Covid 19 situation: https://www.coronavirus.gov.hk/eng/
Community Clinics for Covid 19 patients: https://bit.ly/3EiiczC
RAT reporting platform: https://www.chp.gov.hk/ratp/
Vaccination programme: https://www.covidvaccine.gov.hk/sen/
Vaccination pass scheme:https://www.coronavirus.gov.hk/eng/vaccine pass.html 
Hotline for Covid positive patients: 1836 115";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674715-20221108.htm;2022-11-08 16:04:00; Worker dies after being struck by falling rebars All Local Greater China World News Finance Sport;" Worker dies after being struck by falling rebars A worker died on Tuesday after apparently being struck by steel bars that fell from a construction site in Tsim Sha Tsui.

Police said the incident happened at around 12.30pm at a building site on Ashley Road. 

A 43 year old man was taken to hospital for treatment but was certified dead shortly afterwards.

Officers said they believe around 20 reinforcement bars had fallen down.

Labour minister Chris Sun said he is deeply saddened by the accident, adding that officials will conduct a thorough probe into the tragedy. 

'We have issued a suspension notice to the construction site. We will conduct an investigation in a stringent manner according to the law, to find out the cause of the incident.'";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674714-20221108.htm;2022-11-08 15:56:00; New subsidised flats to cost from HK$1.2m All Local Greater China World News Finance Sport;" New subsidised flats to cost from HK$1.2m A batch of government subsidised homes is being put up for sale at between HK$1.2 million and HK$5.4 million, the Housing Authority announced on Tuesday. 

Nearly 9,000 new flats at seven estates are included in the latest round of the Home Ownership Scheme. 

The cheapest is a 189 square foot home in Kai Yan Court in Kai Tak, while the most expensive is located at North Point's Kei Wah Court and measures 457 square feet.

The other estates are scattered across Hong Kong, including in Tseung Kwan O, Kwun Tong and Sha Tin, with the largest one in the Tung Chung Extension area. 

The flats are being sold at 51 percent of their market value. 

More than 250,000 people applied for the units.

The Housing Authority has conducted a ballot to decide on the priority order for applicants to make their selections from November 15.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674711-20221108.htm;2022-11-08 15:29:00; Man dies after falling into manhole to fetch wallet All Local Greater China World News Finance Sport;" Police say a 63 year old man died after falling into a manhole. File photo: RTHK A man has died after falling into a two metre deep manhole near Hoi Tat Estate in Cheung Sha Wan in the early hours of Tuesday. 

Police said they received a report from a security guard of the estate, who found the 63 year old inside the drain. 

Officers believe the man lost his balance as he was trying to retrieve a wallet that he had dropped inside the drain.

He died after being taken to Caritas Medical Centre.

Officers said they were still trying to ascertain the cause of his death.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674682-20221108.htm;2022-11-08 12:39:00; Hong Kong will stay a common law jurisdiction: SJ All Local Greater China World News Finance Sport;" Hong Kong will stay a common law jurisdiction: SJ Justice Secretary Paul Lam said on Tuesday that Hong Kong's common law system will stay in place in the long run, given President Xi Jinping's assurance that One Country, Two Systems is a long term policy. 

At a workshop for Legal Week, Lam noted that Xi made the promise in a speech on July 1 duringcelebrations for the 25th anniversary of the SAR's establishment. 

Lam said despite being the only common law jurisdiction in China, Hong Kong has managed to develop mutual legal assistance agreements with the mainland – including a 'reciprocal and enforcement of judgements' arrangement. 

'[It] provides a straightforward registration mechanism for the enforcement of mainland judgements in Hong Kong with sufficient safeguards reflecting the existing common law principles and also international standards,' he said. 

'It will better protect parties' interests and enhance the certainty and predictability of cross border enforceability of the relevant applicable judgements,' he said. 

'It will in turn improve the environment for cross border trade and investment and enhance our competitiveness as a regional legal and dispute resolution service centre.' 

Speaking at the same event, the Commissioner of the Ministry of Foreign Affairs in Hong Kong, Liu Guangyuan, said the SAR has achieved great development with the support of the motherland and the implementation of One Country, Two Systems in the past decade. 

Liu said that as Hong Kong went through 'turbulent development' during the social unrest of 2019, the central government exercised overall jurisdiction over the city, put into effect the national security law in the SAR, and implemented the policy of patriots administering Hong Kong. 

With these efforts, Hong Kong opened a new chapter of good governance, Liu said.

'Today Hong Kong is reborn with vigour and vitality,' he added.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674676-20221108.htm;2022-11-08 12:18:00; Easing of rules for tour groups 'a good start': TIC All Local Greater China World News Finance Sport;" Easing of rules for tour groups 'a good start': TIC The chairwoman of the Travel Industry Council (TIC) on Tuesday described the easing of amber code restrictions on tour groups as a good start, but said more rules should be relaxed to attract tourists. 

Gianna Hsu's comment came a day after the government said it would allow inbound tour groups to visit attractions such as theme parks, museums and temples as soon as they arrive in the city.

Speaking on an RTHK programme, Hsu said while the move sends a positive message to the world, it's not likely to have a significant and immediate impact on the tourism trade. 

We don't expect that the easing of amber code restrictions for tour groups will immediately attract many inbound tourists, especially during the beginning. After all, we still have some Covid restrictions in place. But it is a start, she said, adding that she believes the new measure will bring in some visitors from Southeast Asia.

She said her council will work with the government to finalise the list of attractions to be covered under the new arrangement, which she said will include theme parks and the M+ museum. 

Under the new arrangement for inbound tour groups, the government also said travellers will be allowed to have their meals inside partitioned areas within designated restaurants. 

The chairman of the Association for Hong Kong Catering Services Management, Leung Chun wah, told RTHK he expects large Chinese restaurants to benefit the most under the new rules. 

Leung added that he hopes officials will divulge more details about the plan, such as what epidemic measures restaurants are required to adopt, and what should be done if customers with the amber code are infected.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674671-20221108.htm;2022-11-08 11:16:00; Govt advisers back anti Omicron Covid shot All Local Greater China World News Finance Sport;" Government advisers say the bivalent version of the Covid vaccine should be approved for use in Hong Kong. File image: Shutterstock An advisory panel said late on Monday that it would recommend that the government authorise the use of an updated version of a Covid vaccine targeting the Omicron Covid variant.

The administration welcomed the recommendation from the Advisory Panel on Covid 19 Vaccines and said Secretary for Health Lo Chung mau would come to a decision as soon as possible on the use of the updated BioNTech vaccine. 

Panel members considering the application from distributor Fosun Pharma said they believed that the benefits of authorising the updated vaccine for emergency use outweigh the risks.

They've suggested adding conditions to the approval, including requiring the drug manufacturer to continue providing the latest clinical data, safety update reports, and quality certification documents for each batch of vaccines.

Other government advisers had earlier recommended that the updated vaccine, known as a bivalent jab, would be suitable as an alternative for booster doses for people aged 12 and above.

The jab targets the Omicron BA.4 and BA.5 variants, but experts say it may trigger broader immunity against different strains compared to the original version.

BioNTech's bivalent vaccine has already been approved for use in countries such as the United States and UK, as well as the European Union.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674670-20221108.htm;2022-11-08 11:14:00; Mask rules, health code system to stay: John Lee All Local Greater China World News Finance Sport;" Mask rules, health code system to stay: John Lee Chief Executive John Lee on Tuesday stressed that rules on wearing face masks and the vaccine pass health code system are here to stay, but added that authorities will make special arrangements to allow some activities and events to take place. 

His comments came after certain rules were waived for last week's Global Financial Leaders' Investment Summit and the Hong Kong Sevens.

'For activities, particularly large scale [ones] with economic elements, and also international events, we will, while controlling the risk, allow them to happen with specific plans,' Lee said ahead of the weekly Executive Council meeting. 

The government announced on Monday that inbound tour groups will soon be allowed to visit attractions and eat at designated restaurants as soon as they arrive in the SAR, despite the three day amber health code for arrivals which usually bans such activities.

Lee was asked when individuals coming to the territory will also be able to eat out and enter various venues in their first few days here.

'As we go through more and more activities, we can of course review the experience, and then look at the data, so that we can have more measures designed, so as to allow activities to proceed with the maximum of freedom,' he said.

But the CE said some Covid measures must remain in place as safeguards: 'Masks will stay on, because I think all experts have indicated that masks are important to control the spread of the disease.'

'After all, we have to be conscious of some of the uncertainties of Covid. First of all, we know every now and then, there will be variants. And we also know that with winter coming, the attack of the flu will add to the risk of Covid,' he said. 

Lee added that the health code system is necessary to control risks.";Radio Television Hong Kong
https://news.rthk.hk/rthk/en/component/k2/1674606-20221107.htm;2022-11-07 20:38:00; Public hospitals to review security following attack All Local Greater China World News Finance Sport;" The Hospital Authority will review security measures at public hospitals after a male patient allegedly attacked two nurses on Sunday. File photo: RTHK Health Secretary Lo Chung mau on Monday said he has asked the Hospital Authority to review its security measures, after a patient allegedly attacked two nurses at the United Christian Hospital the day before. 

According to the hospital, the 55 year old male patient was diagnosed with Covid 19 and was staying in an isolation ward at the hospital in Kwun Tong. 

He left his room and went to the nurse station in the early hours of Sunday morning, where he allegedly attacked medical staff with a drip stand. 

Two nurses were injured. One of them had to have stitches on her face, while the other suffered a dental injury. 

The patient was later subdued and subsequently arrested by the police.

In a statement, the health chief sent his well wishes to the injured nurses and condemned the attack, adding that the government adopts zero tolerance towards any violence that happens in a medical institution.";Radio Television Hong Kong
